DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
7,03-01-2019,1605,1701,1535,Skywest Airlines Inc.,132,N704SW,56,55,37,86,85,MCI,Kansas City International Airport,TUL,Tulsa International Airport,223,4,15,0,N,0,0,0,1,0,85
1,03-01-2019,1102,1152,1125,Skywest Airlines Inc.,407,N636WN,50,55,37,27,32,MCI,Kansas City International Airport,TUL,Tulsa International Airport,223,3,10,0,N,0,7,0,0,0,20
1,03-01-2019,1901,1949,1905,Skywest Airlines Inc.,2900,N504SW,48,55,36,44,51,MCI,Kansas City International Airport,TUL,Tulsa International Airport,223,3,9,0,N,0,3,0,0,0,41
1,03-01-2019,1331,1528,1455,Skywest Airlines Inc.,2284,N409WN,237,250,221,33,46,MCO,Orlando International Airport,ABQ,Albuquerque International Sunport,1552,5,11,0,N,0,4,0,0,0,29
1,03-01-2019,1317,1607,1540,Skywest Airlines Inc.,3075,N208WN,170,160,149,27,17,MCO,Orlando International Airport,ALB,Albany International Airport,1073,11,10,0,N,0,10,0,10,0,7
1,03-01-2019,1057,1347,1305,Skywest Airlines Inc.,1656,N390SW,170,155,155,42,27,MCO,Orlando International Airport,BDL,Bradley International Airport,1050,4,11,0,N,0,15,0,15,0,12
1,03-01-2019,1321,1354,1330,Skywest Airlines Inc.,2715,N204WN,93,95,78,24,26,MCO,Orlando International Airport,BHM,Birmingham-Shuttlesworth International Airport,478,3,12,0,N,0,6,0,0,0,18
1,03-01-2019,1740,1835,1815,Skywest Airlines Inc.,3238,N365SW,115,120,97,20,25,MCO,Orlando International Airport,BNA,Nashville International Airport,616,5,13,0,N,0,11,0,0,0,9
1,03-01-2019,730,940,925,Skywest Airlines Inc.,889,N235WN,130,125,117,15,10,MCO,Orlando International Airport,BWI,Baltimore-Washington International Airport,787,3,10,0,N,0,0,0,5,10,0
1,03-01-2019,1914,2122,2005,Skywest Airlines Inc.,1507,N334SW,128,130,113,77,79,MCO,Orlando International Airport,BWI,Baltimore-Washington International Airport,787,1,14,0,N,0,0,0,0,0,77
1,03-01-2019,1506,1730,1705,Skywest Airlines Inc.,3067,N252WN,144,125,115,25,6,MCO,Orlando International Airport,BWI,Baltimore-Washington International Airport,787,21,8,0,N,0,6,0,19,0,0
1,03-01-2019,1035,1248,1230,Skywest Airlines Inc.,3220,N667SW,133,125,118,18,10,MCO,Orlando International Airport,BWI,Baltimore-Washington International Airport,787,5,10,0,N,0,0,0,8,10,0
1,03-01-2019,1124,1350,1335,Skywest Airlines Inc.,2366,N662SW,146,145,130,15,14,MCO,Orlando International Airport,CLE,Cleveland Hopkins International Airport,895,5,11,0,N,0,11,0,1,0,3
1,03-01-2019,1928,2143,2125,Skywest Airlines Inc.,1602,N425LV,135,135,113,18,18,MCO,Orlando International Airport,CMH,Port Columbus International Airport,802,5,17,0,N,0,18,0,0,0,0
1,03-01-2019,1109,1403,1335,Skywest Airlines Inc.,399,N621SW,174,160,147,28,14,MCO,Orlando International Airport,DTW,Detroit Metropolitan Airport,957,9,18,0,N,0,5,0,14,0,9
1,03-01-2019,1654,1922,1905,Skywest Airlines Inc.,1023,N216WR,148,160,137,17,29,MCO,Orlando International Airport,DTW,Detroit Metropolitan Airport,957,4,7,0,N,0,3,0,0,0,14
1,03-01-2019,1957,2053,1950,Skywest Airlines Inc.,455,N346SW,56,60,41,63,67,MCO,Orlando International Airport,FLL,Fort Lauderdale-Hollywood International Airport,178,3,12,0,N,0,13,0,0,0,50
1,03-01-2019,1012,1113,1050,Skywest Airlines Inc.,779,N294WN,61,60,39,23,22,MCO,Orlando International Airport,FLL,Fort Lauderdale-Hollywood International Airport,178,6,16,0,N,0,21,0,1,0,1
1,03-01-2019,1509,1629,1600,Skywest Airlines Inc.,42,N470WN,140,160,130,29,49,MCO,Orlando International Airport,HOU,William P. Hobby Airport,848,2,8,0,N,0,2,0,0,0,27
1,03-01-2019,1806,1942,1920,Skywest Airlines Inc.,1491,N366SW,156,160,134,22,26,MCO,Orlando International Airport,HOU,William P. Hobby Airport,848,4,18,0,N,0,11,0,0,0,11
1,03-01-2019,809,1026,1010,Skywest Airlines Inc.,470,N657SW,137,130,120,16,9,MCO,Orlando International Airport,IAD,Washington Dulles International Airport,758,5,12,0,N,0,0,0,7,9,0
1,03-01-2019,1234,1447,1425,Skywest Airlines Inc.,1317,N366SW,133,125,111,22,14,MCO,Orlando International Airport,IAD,Washington Dulles International Airport,758,4,18,0,N,0,14,0,8,0,0
1,03-01-2019,1912,2149,2105,Skywest Airlines Inc.,3256,N659SW,157,145,126,44,32,MCO,Orlando International Airport,IND,Indianapolis International Airport,828,8,23,0,N,0,31,0,12,0,1
1,03-01-2019,2100,2324,2255,Skywest Airlines Inc.,121,N467WN,144,145,131,29,30,MCO,Orlando International Airport,ISP,Long Island MacArthur Airport,972,4,9,0,N,0,11,0,0,0,18
1,03-01-2019,1942,2205,2105,Skywest Airlines Inc.,3332,N412WN,143,145,130,60,62,MCO,Orlando International Airport,ISP,Long Island MacArthur Airport,972,4,9,0,N,0,60,0,0,0,0
1,03-01-2019,1510,1738,1620,Skywest Airlines Inc.,3864,N779SW,148,145,135,78,75,MCO,Orlando International Airport,ISP,Long Island MacArthur Airport,972,5,8,0,N,0,12,0,3,0,63
1,03-01-2019,1642,1728,1705,Skywest Airlines Inc.,186,N438WN,106,115,91,23,32,MCO,Orlando International Airport,JAN,Jackson-Evers International Airport,587,4,11,0,N,0,23,0,0,0,0
1,03-01-2019,1243,1439,1400,Skywest Airlines Inc.,1308,N391SW,176,185,156,39,48,MCO,Orlando International Airport,MCI,Kansas City International Airport,1072,2,18,0,N,0,0,0,0,0,39
1,03-01-2019,1812,2001,1855,Skywest Airlines Inc.,163,N469WN,169,170,150,66,67,MCO,Orlando International Airport,MDW,Chicago Midway International Airport,989,6,13,0,N,0,46,0,0,0,20
1,03-01-2019,1840,2022,1955,Skywest Airlines Inc.,172,N780SW,162,170,140,27,35,MCO,Orlando International Airport,MDW,Chicago Midway International Airport,989,7,15,0,N,0,22,0,0,0,5
1,03-01-2019,1055,1255,1125,Skywest Airlines Inc.,562,N739GB,180,170,149,90,80,MCO,Orlando International Airport,MDW,Chicago Midway International Airport,989,17,14,0,N,0,33,0,10,0,47
1,03-01-2019,2206,2338,2250,Skywest Airlines Inc.,3137,N481WN,152,165,138,48,61,MCO,Orlando International Airport,MDW,Chicago Midway International Airport,989,7,7,0,N,0,9,0,0,0,39
1,03-01-2019,636,930,915,Skywest Airlines Inc.,589,N419WN,174,165,154,15,6,MCO,Orlando International Airport,MHT,Manchester-Boston Regional Airport,1142,4,16,0,N,0,0,0,9,6,0
1,03-01-2019,2108,2352,2330,Skywest Airlines Inc.,1145,N202WN,164,165,148,22,23,MCO,Orlando International Airport,MHT,Manchester-Boston Regional Airport,1142,4,12,0,N,0,0,0,0,0,22
1,03-01-2019,1524,1714,1650,Skywest Airlines Inc.,1320,N456WN,110,110,92,24,24,MCO,Orlando International Airport,ORF,Norfolk International Airport,655,5,13,0,N,0,0,0,17,0,7
1,03-01-2019,1137,1410,1340,Skywest Airlines Inc.,768,N369SW,153,145,134,30,22,MCO,Orlando International Airport,PHL,Philadelphia International Airport,861,4,15,0,N,0,11,0,8,0,11
1,03-01-2019,1350,1611,1520,Skywest Airlines Inc.,1035,N346SW,141,150,128,51,60,MCO,Orlando International Airport,PHL,Philadelphia International Airport,861,3,10,0,N,0,9,0,0,0,42
1,03-01-2019,1730,2028,1920,Skywest Airlines Inc.,1484,N242WN,298,300,276,68,70,MCO,Orlando International Airport,PHX,Phoenix Sky Harbor International Airport,1848,8,14,0,N,0,68,0,0,0,0
1,03-01-2019,1013,1100,1045,Skywest Airlines Inc.,150,N355SW,47,50,35,15,18,MCO,Orlando International Airport,RSW,Southwest Florida International Airport,133,3,9,0,N,0,15,0,0,0,0
1,03-01-2019,2143,2227,2150,Skywest Airlines Inc.,907,N388SW,44,45,30,37,38,MCO,Orlando International Airport,RSW,Southwest Florida International Airport,133,4,10,0,N,0,37,0,0,0,0
1,03-01-2019,1440,1655,1635,Skywest Airlines Inc.,718,N457WN,135,130,105,20,15,MCO,Orlando International Airport,SDF,Louisville International Airport (Standiford Field),718,20,10,0,N,0,2,0,5,0,13
1,03-01-2019,2230,2346,2210,Skywest Airlines Inc.,2300,N291WN,136,155,122,96,115,MCO,Orlando International Airport,STL,St. Louis International Airport at Lambert Field,880,3,11,0,N,0,0,0,0,6,90
1,03-01-2019,1629,1753,1710,Skywest Airlines Inc.,3743,N247WN,144,155,127,43,54,MCO,Orlando International Airport,STL,St. Louis International Airport at Lambert Field,880,4,13,0,N,0,0,0,0,0,43
1,03-01-2019,1625,1821,1800,Skywest Airlines Inc.,2871,N709SW,176,190,158,21,35,MDW,Chicago Midway International Airport,ABQ,Albuquerque International Sunport,1121,4,14,0,N,0,14,0,0,0,7
1,03-01-2019,1051,1341,1305,Skywest Airlines Inc.,95,N325SW,110,105,97,36,31,MDW,Chicago Midway International Airport,ALB,Albany International Airport,717,4,9,0,N,0,18,0,5,0,13
1,03-01-2019,2106,2,2215,Skywest Airlines Inc.,714,N305SW,116,110,90,107,101,MDW,Chicago Midway International Airport,ALB,Albany International Airport,717,5,21,0,N,0,48,0,6,0,53
1,03-01-2019,2033,2249,2150,Skywest Airlines Inc.,3568,N767SW,136,165,125,59,88,MDW,Chicago Midway International Airport,AUS,Austin-Bergstrom International Airport,972,4,7,0,N,0,59,0,0,0,0
1,03-01-2019,1930,2228,2200,Skywest Airlines Inc.,245,N730SW,118,120,100,28,30,MDW,Chicago Midway International Airport,BDL,Bradley International Airport,777,8,10,0,N,0,28,0,0,0,0
1,03-01-2019,1423,1720,1645,Skywest Airlines Inc.,885,N406WN,117,115,100,35,33,MDW,Chicago Midway International Airport,BDL,Bradley International Airport,777,5,12,0,N,0,33,0,2,0,0
1,03-01-2019,2238,8,2125,Skywest Airlines Inc.,313,N374SW,90,100,81,163,173,MDW,Chicago Midway International Airport,BHM,Birmingham-Shuttlesworth International Airport,570,3,6,0,N,0,22,0,0,0,141
1,03-01-2019,830,939,920,Skywest Airlines Inc.,689,N409WN,69,80,56,19,30,MDW,Chicago Midway International Airport,BNA,Nashville International Airport,395,5,8,0,N,0,10,0,0,0,9
1,03-01-2019,1247,1358,1325,Skywest Airlines Inc.,813,N679AA,71,75,60,33,37,MDW,Chicago Midway International Airport,BNA,Nashville International Airport,395,5,6,0,N,0,14,0,0,0,19
1,03-01-2019,2156,2309,2155,Skywest Airlines Inc.,851,N238WN,73,80,60,74,81,MDW,Chicago Midway International Airport,BNA,Nashville International Airport,395,4,9,0,N,0,36,0,0,0,38
1,03-01-2019,2221,2332,2225,Skywest Airlines Inc.,1973,N347SW,71,75,54,67,71,MDW,Chicago Midway International Airport,BNA,Nashville International Airport,395,4,13,0,N,0,20,0,0,0,47
2,03-01-2019,638,801,730,Skywest Airlines Inc.,2108,N479WN,83,75,55,31,23,MDW,Chicago Midway International Airport,BNA,Nashville International Airport,395,6,22,0,N,0,23,0,8,0,0
2,03-01-2019,839,1058,1040,Skywest Airlines Inc.,1690,N217JC,79,80,65,18,19,MDW,Chicago Midway International Airport,BUF,Buffalo Niagara International Airport,468,4,10,0,N,0,11,0,0,0,7
2,03-01-2019,1332,1546,1515,Skywest Airlines Inc.,1828,N785SW,74,80,66,31,37,MDW,Chicago Midway International Airport,BUF,Buffalo Niagara International Airport,468,2,6,0,N,0,19,0,0,0,12
2,03-01-2019,2057,2321,2215,Skywest Airlines Inc.,2975,N713SW,84,80,65,66,62,MDW,Chicago Midway International Airport,BUF,Buffalo Niagara International Airport,468,3,16,0,N,0,46,0,4,0,16
2,03-01-2019,2334,157,2235,Skywest Airlines Inc.,106,N751SW,83,105,73,202,224,MDW,Chicago Midway International Airport,BWI,Baltimore-Washington International Airport,611,4,6,0,N,0,15,0,0,0,187
2,03-01-2019,1338,1617,1545,Skywest Airlines Inc.,208,N763SW,99,105,88,32,38,MDW,Chicago Midway International Airport,BWI,Baltimore-Washington International Airport,611,4,7,0,N,0,32,0,0,0,0
2,03-01-2019,1110,1348,1320,Skywest Airlines Inc.,2272,N263WN,98,105,86,28,35,MDW,Chicago Midway International Airport,BWI,Baltimore-Washington International Airport,611,3,9,0,N,0,19,0,0,0,9
2,03-01-2019,2245,115,5,Skywest Airlines Inc.,2786,N417WN,90,100,78,70,80,MDW,Chicago Midway International Airport,BWI,Baltimore-Washington International Airport,611,4,8,0,N,0,45,0,0,0,25
2,03-01-2019,1847,2052,2035,Skywest Airlines Inc.,30,N689SW,65,70,52,17,22,MDW,Chicago Midway International Airport,CLE,Cleveland Hopkins International Airport,307,6,7,0,N,0,16,0,0,0,1
2,03-01-2019,2214,17,2310,Skywest Airlines Inc.,153,N658SW,63,65,48,67,69,MDW,Chicago Midway International Airport,CLE,Cleveland Hopkins International Airport,307,6,9,0,N,0,0,0,0,0,67
2,03-01-2019,929,1200,1025,Skywest Airlines Inc.,387,N779SW,91,65,50,95,69,MDW,Chicago Midway International Airport,CLE,Cleveland Hopkins International Airport,307,8,33,0,N,0,69,0,26,0,0
2,03-01-2019,1202,1403,1345,Skywest Airlines Inc.,628,N902WN,61,70,47,18,27,MDW,Chicago Midway International Airport,CLE,Cleveland Hopkins International Airport,307,4,10,0,N,0,8,0,0,0,10
2,03-01-2019,1527,1735,1620,Skywest Airlines Inc.,1489,N699SW,68,70,48,75,77,MDW,Chicago Midway International Airport,CLE,Cleveland Hopkins International Airport,307,7,13,0,N,0,75,0,0,0,0
2,03-01-2019,1901,2113,1815,Skywest Airlines Inc.,3587,N374SW,72,75,54,178,181,MDW,Chicago Midway International Airport,CLE,Cleveland Hopkins International Airport,307,6,12,0,N,0,22,0,0,0,156
2,03-01-2019,2316,106,2335,Skywest Airlines Inc.,261,N340LV,50,60,39,91,101,MDW,Chicago Midway International Airport,CMH,Port Columbus International Airport,284,3,8,0,N,0,61,0,0,0,30
2,03-01-2019,637,838,815,Skywest Airlines Inc.,950,N750SA,61,60,49,23,22,MDW,Chicago Midway International Airport,CMH,Port Columbus International Airport,284,5,7,0,N,0,0,22,1,0,0
2,03-01-2019,1349,1549,1530,Skywest Airlines Inc.,2470,N339SW,60,65,50,19,24,MDW,Chicago Midway International Airport,CMH,Port Columbus International Airport,284,2,8,0,N,0,19,0,0,0,0
2,03-01-2019,1758,1957,1935,Skywest Airlines Inc.,2474,N776WN,59,65,48,22,28,MDW,Chicago Midway International Airport,CMH,Port Columbus International Airport,284,3,8,0,N,0,22,0,0,0,0
2,03-01-2019,2114,2246,2155,Skywest Airlines Inc.,172,N780SW,152,150,128,51,49,MDW,Chicago Midway International Airport,DEN,Denver International Airport,895,7,17,0,N,0,22,0,2,0,27
2,03-01-2019,1526,1650,1600,Skywest Airlines Inc.,1852,N239WN,144,155,129,50,61,MDW,Chicago Midway International Airport,DEN,Denver International Airport,895,6,9,0,N,0,26,0,0,0,24
2,03-01-2019,1805,1930,1845,Skywest Airlines Inc.,1944,N410WN,145,160,128,45,60,MDW,Chicago Midway International Airport,DEN,Denver International Airport,895,6,11,0,N,0,16,0,0,0,29
2,03-01-2019,1238,1447,1405,Skywest Airlines Inc.,308,N502SW,69,65,53,42,38,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,229,9,7,0,N,0,14,0,4,0,24
2,03-01-2019,819,1016,1000,Skywest Airlines Inc.,424,N713SW,57,60,45,16,19,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,229,4,8,0,N,0,9,0,0,0,7
2,03-01-2019,1908,2108,2030,Skywest Airlines Inc.,1006,N523SW,60,65,42,38,43,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,229,3,15,0,N,0,38,0,0,0,0
2,03-01-2019,1656,1857,1820,Skywest Airlines Inc.,1014,N494WN,61,70,43,37,46,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,229,3,15,0,N,0,29,0,0,0,8
2,03-01-2019,1015,1218,1200,Skywest Airlines Inc.,1567,N785SW,63,65,52,18,20,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,229,5,6,0,N,0,8,0,0,0,10
2,03-01-2019,1452,1650,1610,Skywest Airlines Inc.,1916,N357SW,58,65,46,40,47,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,229,5,7,0,N,0,32,0,0,0,8
2,03-01-2019,2223,18,2325,Skywest Airlines Inc.,3915,N528SW,55,60,36,53,58,MDW,Chicago Midway International Airport,DTW,Detroit Metropolitan Airport,229,7,12,0,N,0,9,0,0,0,44
2,03-01-2019,2130,111,2350,Skywest Airlines Inc.,3228,N717SA,161,175,142,81,95,MDW,Chicago Midway International Airport,FLL,Fort Lauderdale-Hollywood International Airport,1166,4,15,0,N,0,40,0,0,0,41
2,03-01-2019,705,1055,1030,Skywest Airlines Inc.,3848,N550WN,170,180,151,25,35,MDW,Chicago Midway International Airport,FLL,Fort Lauderdale-Hollywood International Airport,1166,5,14,0,N,0,25,0,0,0,0
2,03-01-2019,2106,2329,2300,Skywest Airlines Inc.,203,N332SW,143,165,123,29,51,MDW,Chicago Midway International Airport,HOU,William P. Hobby Airport,937,4,16,0,N,0,13,0,0,0,16
2,03-01-2019,916,1142,1105,Skywest Airlines Inc.,319,N716SW,146,165,130,37,56,MDW,Chicago Midway International Airport,HOU,William P. Hobby Airport,937,4,12,0,N,0,13,0,0,0,24
2,03-01-2019,1149,1416,1400,Skywest Airlines Inc.,3763,N514SW,147,165,135,16,34,MDW,Chicago Midway International Airport,HOU,William P. Hobby Airport,937,3,9,0,N,0,12,0,0,0,4
2,03-01-2019,2217,47,2350,Skywest Airlines Inc.,205,N299WN,90,100,73,57,67,MDW,Chicago Midway International Airport,IAD,Washington Dulles International Airport,577,5,12,0,N,0,25,0,0,0,32
2,03-01-2019,1544,1825,1650,Skywest Airlines Inc.,1307,N294WN,101,105,81,95,99,MDW,Chicago Midway International Airport,IAD,Washington Dulles International Airport,577,5,15,0,N,0,51,0,0,0,44
2,03-01-2019,1939,2216,2155,Skywest Airlines Inc.,3232,N201LV,97,100,78,21,24,MDW,Chicago Midway International Airport,IAD,Washington Dulles International Airport,577,5,14,0,N,0,2,0,0,0,19
2,03-01-2019,647,931,915,Skywest Airlines Inc.,3760,N672SW,104,95,84,16,7,MDW,Chicago Midway International Airport,IAD,Washington Dulles International Airport,577,5,15,0,N,0,0,7,9,0,0
2,03-01-2019,1724,1913,1850,Skywest Airlines Inc.,378,N726SW,49,55,31,23,29,MDW,Chicago Midway International Airport,IND,Indianapolis International Airport,162,7,11,0,N,0,23,0,0,0,0
2,03-01-2019,2212,7,2255,Skywest Airlines Inc.,771,N486WN,55,50,36,72,67,MDW,Chicago Midway International Airport,IND,Indianapolis International Airport,162,6,13,0,N,0,17,0,5,0,50
2,03-01-2019,1410,1609,1445,Skywest Airlines Inc.,1333,N334SW,59,50,32,84,75,MDW,Chicago Midway International Airport,IND,Indianapolis International Airport,162,8,19,0,N,0,58,0,9,0,17
2,03-01-2019,1033,1342,1205,Skywest Airlines Inc.,969,N215WN,129,120,114,97,88,MDW,Chicago Midway International Airport,ISP,Long Island MacArthur Airport,765,5,10,0,N,0,32,0,9,0,56
2,03-01-2019,1620,1924,1900,Skywest Airlines Inc.,1667,N243WN,124,130,110,24,30,MDW,Chicago Midway International Airport,ISP,Long Island MacArthur Airport,765,5,9,0,N,0,13,0,0,0,11
2,03-01-2019,1308,1615,1555,Skywest Airlines Inc.,1930,N724SW,127,130,113,20,23,MDW,Chicago Midway International Airport,ISP,Long Island MacArthur Airport,765,4,10,0,N,0,20,0,0,0,0
2,03-01-2019,2241,25,2045,Skywest Airlines Inc.,405,N513SW,104,120,90,220,236,MDW,Chicago Midway International Airport,JAN,Jackson-Evers International Airport,666,3,11,0,N,0,220,0,0,0,0
2,03-01-2019,830,1010,925,Skywest Airlines Inc.,1035,N346SW,100,115,87,45,60,MDW,Chicago Midway International Airport,JAN,Jackson-Evers International Airport,666,3,10,0,N,0,45,0,0,0,0
2,03-01-2019,2207,6,2300,Skywest Airlines Inc.,164,N723SW,239,240,219,66,67,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,1521,5,15,0,N,0,55,0,0,0,11
2,03-01-2019,1601,1828,1750,Skywest Airlines Inc.,433,N264LV,267,240,219,38,11,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,1521,32,16,0,N,0,11,0,27,0,0
2,03-01-2019,650,840,815,Skywest Airlines Inc.,891,N400WN,230,240,216,25,35,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,1521,3,11,0,N,0,0,25,0,0,0
2,03-01-2019,850,1046,940,Skywest Airlines Inc.,1016,N765SW,236,240,220,66,70,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,1521,5,11,0,N,0,57,0,0,0,9
2,03-01-2019,853,1048,1030,Skywest Airlines Inc.,2295,N404WN,235,240,223,18,23,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,1521,3,9,0,N,0,18,0,0,0,0
2,03-01-2019,2011,2205,2125,Skywest Airlines Inc.,2449,N454WN,234,240,218,40,46,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,1521,9,7,0,N,0,35,0,0,0,5
2,03-01-2019,1508,1700,1630,Skywest Airlines Inc.,3844,N446WN,232,240,220,30,38,MDW,Chicago Midway International Airport,LAS,McCarran International Airport,1521,4,8,0,N,0,27,0,0,0,3
2,03-01-2019,732,957,925,Skywest Airlines Inc.,184,N473WN,265,270,243,32,37,MDW,Chicago Midway International Airport,LAX,Los Angeles International Airport,1750,11,11,0,N,0,26,0,0,0,6
2,03-01-2019,2116,2352,2330,Skywest Airlines Inc.,587,N435WN,276,270,249,22,16,MDW,Chicago Midway International Airport,LAX,Los Angeles International Airport,1750,6,21,0,N,0,12,0,6,0,4
2,03-01-2019,1533,1802,1730,Skywest Airlines Inc.,829,N476WN,269,270,256,32,33,MDW,Chicago Midway International Airport,LAX,Los Angeles International Airport,1750,5,8,0,N,0,31,0,0,0,1
2,03-01-2019,1243,1505,1415,Skywest Airlines Inc.,2979,N901WN,262,275,249,50,63,MDW,Chicago Midway International Airport,LAX,Los Angeles International Airport,1750,7,6,0,N,0,39,0,0,0,11
2,03-01-2019,1600,1735,1645,Skywest Airlines Inc.,49,N502SW,95,105,78,50,60,MDW,Chicago Midway International Airport,LIT,Bill and Hillary Clinton National Airport (Adams Field),544,4,13,0,N,0,21,0,0,0,29
2,03-01-2019,746,904,840,Skywest Airlines Inc.,19,N511SW,78,85,62,24,31,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,5,11,0,N,0,14,0,0,0,10
2,03-01-2019,1113,1229,1205,Skywest Airlines Inc.,33,N525SW,76,85,64,24,33,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,4,8,0,N,0,16,0,0,0,8
2,03-01-2019,1832,1952,1845,Skywest Airlines Inc.,59,N628SW,80,85,66,67,72,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,5,9,0,N,0,43,0,0,0,24
2,03-01-2019,1422,1546,1410,Skywest Airlines Inc.,132,N704SW,84,85,64,96,97,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,5,15,0,N,0,65,0,0,0,31
2,03-01-2019,2201,2319,2300,Skywest Airlines Inc.,342,N246LV,78,85,64,19,26,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,4,10,0,N,0,12,0,0,0,7
2,03-01-2019,915,1034,1010,Skywest Airlines Inc.,407,N636WN,79,85,63,24,30,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,4,12,0,N,0,11,0,0,0,13
2,03-01-2019,950,1107,1050,Skywest Airlines Inc.,449,N528SW,77,85,64,17,25,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,4,9,0,N,0,17,0,0,0,0
2,03-01-2019,1620,1737,1630,Skywest Airlines Inc.,1257,N507SW,77,85,61,67,75,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,4,12,0,N,0,12,0,0,0,55
2,03-01-2019,1714,1832,1745,Skywest Airlines Inc.,2900,N504SW,78,85,64,47,54,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,405,4,10,0,N,0,33,0,0,0,14
2,03-01-2019,1333,1650,1630,Skywest Airlines Inc.,401,N242WN,137,150,125,20,33,MDW,Chicago Midway International Airport,MCO,Orlando International Airport,989,3,9,0,N,0,16,0,0,0,4
2,03-01-2019,2059,19,2335,Skywest Airlines Inc.,1189,N231WN,140,150,127,44,54,MDW,Chicago Midway International Airport,MCO,Orlando International Airport,989,4,9,0,N,0,24,0,0,0,20
2,03-01-2019,1120,1435,1350,Skywest Airlines Inc.,2631,N470WN,135,150,126,45,60,MDW,Chicago Midway International Airport,MCO,Orlando International Airport,989,3,6,0,N,0,25,0,0,0,20
2,03-01-2019,1804,2129,2040,Skywest Airlines Inc.,3050,N481WN,145,150,126,49,54,MDW,Chicago Midway International Airport,MCO,Orlando International Airport,989,6,13,0,N,0,16,0,0,0,33
2,03-01-2019,2124,48,2305,Skywest Airlines Inc.,3919,N746SW,144,150,126,103,109,MDW,Chicago Midway International Airport,MCO,Orlando International Airport,989,3,15,0,N,0,13,0,0,0,90
2,03-01-2019,2143,37,2315,Skywest Airlines Inc.,396,N407WN,114,120,100,82,88,MDW,Chicago Midway International Airport,MHT,Manchester-Boston Regional Airport,838,4,10,0,N,0,82,0,0,0,0
2,03-01-2019,645,957,935,Skywest Airlines Inc.,1674,N422WN,132,120,109,22,10,MDW,Chicago Midway International Airport,MHT,Manchester-Boston Regional Airport,838,3,20,0,N,0,10,0,12,0,0
2,03-01-2019,1849,2146,2110,Skywest Airlines Inc.,1951,N674AA,117,125,106,36,44,MDW,Chicago Midway International Airport,MHT,Manchester-Boston Regional Airport,838,4,7,0,N,0,31,0,0,0,5
2,03-01-2019,1417,1717,1645,Skywest Airlines Inc.,2524,N458WN,120,120,105,32,32,MDW,Chicago Midway International Airport,MHT,Manchester-Boston Regional Airport,838,4,11,0,N,0,28,0,0,0,4
2,03-01-2019,1103,1359,1340,Skywest Airlines Inc.,2813,N761RR,116,120,106,19,23,MDW,Chicago Midway International Airport,MHT,Manchester-Boston Regional Airport,838,3,7,0,N,0,19,0,0,0,0
2,03-01-2019,954,1240,1150,Skywest Airlines Inc.,142,N758SW,286,285,265,50,49,MDW,Chicago Midway International Airport,OAK,Oakland International Airport,1844,4,17,0,N,0,49,0,1,0,0
2,03-01-2019,1412,1659,1435,Skywest Airlines Inc.,562,N739GB,287,280,272,144,137,MDW,Chicago Midway International Airport,OAK,Oakland International Airport,1844,6,9,0,N,0,47,0,7,0,90
2,03-01-2019,2117,11,2250,Skywest Airlines Inc.,1076,N411WN,294,280,265,81,67,MDW,Chicago Midway International Airport,OAK,Oakland International Airport,1844,5,24,0,N,0,41,0,14,0,26
2,03-01-2019,1443,1743,1615,Skywest Airlines Inc.,2195,N479WN,300,285,272,88,73,MDW,Chicago Midway International Airport,OAK,Oakland International Airport,1844,17,11,0,N,0,40,0,15,0,33
2,03-01-2019,1020,1137,1120,Skywest Airlines Inc.,555,N506SW,77,85,68,17,25,MDW,Chicago Midway International Airport,OMA,Eppley Airfield,423,2,7,0,N,0,8,0,0,0,9
2,03-01-2019,1429,1547,1400,Skywest Airlines Inc.,1066,N440LV,78,85,63,107,114,MDW,Chicago Midway International Airport,OMA,Eppley Airfield,423,3,12,0,N,0,100,0,0,0,7
