DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
5,03-01-2019,1321,1441,1425,Hawaiian Airlines Inc.,2965,N359SW,80,80,63,16,16,SAN,San Diego International Airport (Lindbergh Field),SJC,Norman Y. Mineta San José International Airport,417,4,13,0,N,0,0,0,0,0,16
5,03-01-2019,1624,1812,1700,Hawaiian Airlines Inc.,299,N718SW,108,90,75,72,54,SAN,San Diego International Airport (Lindbergh Field),SMF,Sacramento International Airport,480,6,27,0,N,0,0,0,18,0,54
5,03-01-2019,2059,2223,2105,Hawaiian Airlines Inc.,574,N314SW,84,95,70,78,89,SAN,San Diego International Airport (Lindbergh Field),SMF,Sacramento International Airport,480,3,11,0,N,0,0,0,0,0,78
5,03-01-2019,1136,1306,1250,Hawaiian Airlines Inc.,1010,N744SW,90,95,71,16,21,SAN,San Diego International Airport (Lindbergh Field),SMF,Sacramento International Airport,480,5,14,0,N,0,2,0,0,0,14
5,03-01-2019,2238,2400,2320,Hawaiian Airlines Inc.,1320,N456WN,82,90,70,40,48,SAN,San Diego International Airport (Lindbergh Field),SMF,Sacramento International Airport,480,4,8,0,N,0,1,0,0,0,39
5,03-01-2019,1844,2008,1950,Hawaiian Airlines Inc.,3600,N686SW,84,95,71,18,29,SAN,San Diego International Airport (Lindbergh Field),SMF,Sacramento International Airport,480,5,8,0,N,0,2,0,0,0,16
5,03-01-2019,2135,2306,2220,Hawaiian Airlines Inc.,3673,N729SW,91,95,71,46,50,SAN,San Diego International Airport (Lindbergh Field),SMF,Sacramento International Airport,480,5,15,0,N,0,46,0,0,0,0
5,03-01-2019,1240,1443,1420,Hawaiian Airlines Inc.,98,N384SW,63,70,52,23,30,SAN,San Diego International Airport (Lindbergh Field),TUS,Tucson International Airport,367,3,8,0,N,0,0,0,0,0,23
5,03-01-2019,1537,1738,1715,Hawaiian Airlines Inc.,580,N301SW,61,70,51,23,32,SAN,San Diego International Airport (Lindbergh Field),TUS,Tucson International Airport,367,3,7,0,N,0,2,0,0,0,21
5,03-01-2019,1446,1855,1840,Hawaiian Airlines Inc.,3419,N796SW,189,185,174,15,11,SAT,San Antonio International Airport,BWI,Baltimore-Washington International Airport,1407,5,10,0,N,0,4,0,4,0,7
5,03-01-2019,2006,2059,2040,Hawaiian Airlines Inc.,120,N277WN,53,55,42,19,21,SAT,San Antonio International Airport,DAL,Dallas Love Field,248,3,8,0,N,0,19,0,0,0,0
5,03-01-2019,1913,2008,1950,Hawaiian Airlines Inc.,572,N289CT,55,55,42,18,18,SAT,San Antonio International Airport,DAL,Dallas Love Field,248,4,9,0,N,0,1,0,0,0,17
5,03-01-2019,2128,2227,2140,Hawaiian Airlines Inc.,2023,N295WN,59,55,43,47,43,SAT,San Antonio International Airport,DAL,Dallas Love Field,248,4,12,0,N,0,0,0,4,0,43
5,03-01-2019,1450,1549,1520,Hawaiian Airlines Inc.,2353,N687SW,59,55,43,29,25,SAT,San Antonio International Airport,DAL,Dallas Love Field,248,3,13,0,N,0,25,0,4,0,0
5,03-01-2019,1716,1828,1805,Hawaiian Airlines Inc.,2624,N693SW,72,55,44,23,6,SAT,San Antonio International Airport,DAL,Dallas Love Field,248,16,12,0,N,0,6,0,17,0,0
5,03-01-2019,1550,1651,1630,Hawaiian Airlines Inc.,3168,N513SW,61,55,44,21,15,SAT,San Antonio International Airport,DAL,Dallas Love Field,248,4,13,0,N,0,0,0,6,0,15
5,03-01-2019,1448,1546,1450,Hawaiian Airlines Inc.,3508,N527SW,58,55,45,56,53,SAT,San Antonio International Airport,DAL,Dallas Love Field,248,3,10,0,N,0,0,0,3,0,53
5,03-01-2019,2220,2248,2055,Hawaiian Airlines Inc.,186,N799SW,88,90,75,113,115,SAT,San Antonio International Airport,ELP,El Paso International Airport,496,3,10,0,N,0,0,0,0,0,113
5,03-01-2019,1136,1203,1140,Hawaiian Airlines Inc.,511,N272WN,87,90,76,23,26,SAT,San Antonio International Airport,ELP,El Paso International Airport,496,2,9,0,N,0,20,0,0,0,3
5,03-01-2019,1500,1544,1450,Hawaiian Airlines Inc.,714,N305SW,44,50,29,54,60,SAT,San Antonio International Airport,HOU,William P. Hobby Airport,192,3,12,0,N,0,4,0,0,0,50
5,03-01-2019,2005,2045,2020,Hawaiian Airlines Inc.,2015,N792SW,40,45,30,25,30,SAT,San Antonio International Airport,HOU,William P. Hobby Airport,192,3,7,0,N,0,0,0,0,0,25
5,03-01-2019,1931,2017,1920,Hawaiian Airlines Inc.,1936,N295WN,46,50,34,57,61,SAT,San Antonio International Airport,HRL,Valley International Airport,233,2,10,0,N,0,0,0,0,0,57
5,03-01-2019,1946,2039,2020,Hawaiian Airlines Inc.,1166,N351SW,173,175,158,19,21,SAT,San Antonio International Airport,LAS,McCarran International Airport,1069,7,8,0,N,0,0,0,0,0,19
5,03-01-2019,1742,2017,1950,Hawaiian Airlines Inc.,116,N310SW,155,150,140,27,22,SAT,San Antonio International Airport,MDW,Chicago Midway International Airport,1036,5,10,0,N,0,3,0,5,0,19
5,03-01-2019,2001,2127,2100,Hawaiian Airlines Inc.,998,N369SW,146,145,127,27,26,SAT,San Antonio International Airport,PHX,Phoenix Sky Harbor International Airport,843,11,8,0,N,0,11,0,1,0,15
5,03-01-2019,1649,1645,1630,Hawaiian Airlines Inc.,823,N725SW,56,70,48,15,29,SDF,Louisville International Airport (Standiford Field),BHM,Birmingham-Shuttlesworth International Airport,323,2,6,0,N,0,5,0,0,0,10
5,03-01-2019,2049,2213,2145,Hawaiian Airlines Inc.,693,N232WN,84,85,73,28,29,SDF,Louisville International Airport (Standiford Field),BWI,Baltimore-Washington International Airport,495,4,7,0,N,0,0,0,0,0,28
5,03-01-2019,1931,2052,1950,Hawaiian Airlines Inc.,794,N781WN,81,85,70,62,66,SDF,Louisville International Airport (Standiford Field),BWI,Baltimore-Washington International Airport,495,5,6,0,N,0,0,0,0,0,62
5,03-01-2019,1700,1805,1725,Hawaiian Airlines Inc.,2730,N273WN,245,260,236,40,55,SDF,Louisville International Airport (Standiford Field),LAS,McCarran International Airport,1624,4,5,0,N,0,1,0,0,0,39
5,03-01-2019,1719,1725,1705,Hawaiian Airlines Inc.,718,N457WN,66,65,52,20,19,SDF,Louisville International Airport (Standiford Field),MDW,Chicago Midway International Airport,271,7,7,0,N,0,0,0,1,0,19
5,03-01-2019,1729,1727,1700,Hawaiian Airlines Inc.,977,N376SW,58,65,50,27,34,SDF,Louisville International Airport (Standiford Field),STL,St. Louis International Airport at Lambert Field,254,3,5,0,N,0,0,0,0,0,27
5,03-01-2019,1457,1849,1750,Hawaiian Airlines Inc.,972,N336SW,172,165,151,59,52,SEA,Seattle-Tacoma International Airport,ABQ,Albuquerque International Sunport,1180,6,15,0,N,0,24,0,7,0,28
5,03-01-2019,1325,1553,1510,Hawaiian Airlines Inc.,318,N474WN,88,75,61,43,30,SEA,Seattle-Tacoma International Airport,BOI,Boise Airport (Boise Air Terminal),399,2,25,0,N,0,11,0,13,0,19
5,03-01-2019,2022,2355,2300,Hawaiian Airlines Inc.,1158,N315SW,153,155,128,55,57,SEA,Seattle-Tacoma International Airport,DEN,Denver International Airport,1024,7,18,0,N,0,0,0,0,0,55
5,03-01-2019,2045,2140,2105,Hawaiian Airlines Inc.,775,N633SW,55,55,35,35,35,SEA,Seattle-Tacoma International Airport,GEG,Spokane International Airport,224,5,15,0,N,0,0,0,4,0,31
5,03-01-2019,1753,1844,1735,Hawaiian Airlines Inc.,1682,N281WN,51,55,36,69,73,SEA,Seattle-Tacoma International Airport,GEG,Spokane International Airport,224,3,12,0,N,0,0,0,0,0,69
5,03-01-2019,1456,1734,1710,Hawaiian Airlines Inc.,559,N603SW,158,145,133,24,11,SEA,Seattle-Tacoma International Airport,LAS,McCarran International Airport,866,5,20,0,N,0,11,0,13,0,0
5,03-01-2019,1906,2130,2105,Hawaiian Airlines Inc.,2211,N646SW,144,145,125,25,26,SEA,Seattle-Tacoma International Airport,LAS,McCarran International Airport,866,7,12,0,N,0,10,0,0,0,15
5,03-01-2019,1151,1418,1350,Hawaiian Airlines Inc.,2357,N414WN,147,145,126,28,26,SEA,Seattle-Tacoma International Airport,LAS,McCarran International Airport,866,5,16,0,N,0,11,0,2,0,15
5,03-01-2019,1334,1857,1825,Hawaiian Airlines Inc.,730,N756SA,203,205,177,32,34,SEA,Seattle-Tacoma International Airport,MCI,Kansas City International Airport,1489,4,22,0,N,0,3,0,0,0,29
5,03-01-2019,1412,1959,1935,Hawaiian Airlines Inc.,1189,N231WN,227,230,210,24,27,SEA,Seattle-Tacoma International Airport,MDW,Chicago Midway International Airport,1733,7,10,0,N,0,12,0,0,0,12
5,03-01-2019,1132,1719,1645,Hawaiian Airlines Inc.,2789,N209WN,227,230,208,34,37,SEA,Seattle-Tacoma International Airport,MDW,Chicago Midway International Airport,1733,5,14,0,N,0,12,0,0,0,22
5,03-01-2019,1034,1246,1225,Hawaiian Airlines Inc.,898,N328SW,132,125,114,21,14,SEA,Seattle-Tacoma International Airport,OAK,Oakland International Airport,671,4,14,0,N,0,14,0,7,0,0
5,03-01-2019,2241,32,2305,Hawaiian Airlines Inc.,1687,N769SW,111,125,98,87,101,SEA,Seattle-Tacoma International Airport,OAK,Oakland International Airport,671,5,8,0,N,0,6,0,0,0,81
5,03-01-2019,1912,2113,2030,Hawaiian Airlines Inc.,3589,N601WN,121,125,107,43,47,SEA,Seattle-Tacoma International Airport,OAK,Oakland International Airport,671,3,11,0,N,0,11,0,0,0,32
5,03-01-2019,1821,2208,2130,Hawaiian Airlines Inc.,408,N610WN,167,165,153,38,36,SEA,Seattle-Tacoma International Airport,PHX,Phoenix Sky Harbor International Airport,1107,5,9,0,N,0,17,0,2,0,19
5,03-01-2019,2039,2214,2135,Hawaiian Airlines Inc.,1017,N337SW,95,100,78,39,44,SEA,Seattle-Tacoma International Airport,RNO,Reno/Tahoe International Airport,564,4,13,0,N,0,4,0,0,0,35
5,03-01-2019,804,1022,1000,Hawaiian Airlines Inc.,98,N384SW,138,130,117,22,14,SEA,Seattle-Tacoma International Airport,SJC,Norman Y. Mineta San José International Airport,697,5,16,0,N,0,9,0,8,0,5
5,03-01-2019,1912,2119,2055,Hawaiian Airlines Inc.,390,N655WN,127,125,111,24,22,SEA,Seattle-Tacoma International Airport,SJC,Norman Y. Mineta San José International Airport,697,3,13,0,N,0,8,0,2,0,14
5,03-01-2019,1641,1836,1740,Hawaiian Airlines Inc.,722,N729SW,115,130,101,56,71,SEA,Seattle-Tacoma International Airport,SJC,Norman Y. Mineta San José International Airport,697,4,10,0,N,0,11,0,0,0,45
5,03-01-2019,1840,2127,2110,Hawaiian Airlines Inc.,1747,N613SW,107,110,94,17,20,SEA,Seattle-Tacoma International Airport,SLC,Salt Lake City International Airport,689,1,12,0,N,0,2,0,0,0,15
5,03-01-2019,1139,1334,1245,Hawaiian Airlines Inc.,73,N331SW,115,105,100,49,39,SEA,Seattle-Tacoma International Airport,SMF,Sacramento International Airport,605,5,10,0,N,0,37,0,10,0,2
5,03-01-2019,1605,1754,1645,Hawaiian Airlines Inc.,151,N750SA,109,105,86,69,65,SEA,Seattle-Tacoma International Airport,SMF,Sacramento International Airport,605,5,18,0,N,0,16,0,4,0,49
5,03-01-2019,1757,1951,1855,Hawaiian Airlines Inc.,1395,N391SW,114,105,86,56,47,SEA,Seattle-Tacoma International Airport,SMF,Sacramento International Airport,605,5,23,0,N,0,23,0,9,0,24
5,03-01-2019,1955,2137,2110,Hawaiian Airlines Inc.,2467,N770SA,102,105,84,27,30,SEA,Seattle-Tacoma International Airport,SMF,Sacramento International Airport,605,6,12,0,N,0,17,0,0,0,10
5,03-01-2019,2036,2204,2055,Hawaiian Airlines Inc.,632,N203WN,88,90,63,69,71,SFO,San Francisco International Airport,LAS,McCarran International Airport,414,8,17,0,N,0,0,3,0,0,66
5,03-01-2019,708,846,800,Hawaiian Airlines Inc.,643,N756SA,98,90,67,46,38,SFO,San Francisco International Airport,LAS,McCarran International Airport,414,8,23,0,N,0,38,0,8,0,0
5,03-01-2019,1254,1440,1240,Hawaiian Airlines Inc.,706,N491WN,106,90,67,120,104,SFO,San Francisco International Airport,LAS,McCarran International Airport,414,6,33,0,N,0,41,0,16,0,63
5,03-01-2019,1516,1646,1610,Hawaiian Airlines Inc.,1018,N245WN,90,90,69,36,36,SFO,San Francisco International Airport,LAS,McCarran International Airport,414,8,13,0,N,0,0,1,0,0,35
5,03-01-2019,2059,2216,1750,Hawaiian Airlines Inc.,1924,N761RR,77,90,60,266,279,SFO,San Francisco International Airport,LAS,McCarran International Airport,414,6,11,0,N,0,3,0,0,0,263
5,03-01-2019,2225,2350,2235,Hawaiian Airlines Inc.,2875,N602SW,85,90,59,75,80,SFO,San Francisco International Airport,LAS,McCarran International Airport,414,4,22,0,N,0,0,0,0,0,75
5,03-01-2019,1801,1919,1740,Hawaiian Airlines Inc.,578,N738CB,78,85,54,99,106,SFO,San Francisco International Airport,LAX,Los Angeles International Airport,337,5,19,0,N,0,0,0,0,0,99
5,03-01-2019,1447,1558,1405,Hawaiian Airlines Inc.,750,N738CB,71,90,52,113,132,SFO,San Francisco International Airport,LAX,Los Angeles International Airport,337,7,12,0,N,0,0,0,1,0,112
5,03-01-2019,2155,2308,2120,Hawaiian Airlines Inc.,777,N738CB,73,85,53,108,120,SFO,San Francisco International Airport,LAX,Los Angeles International Airport,337,5,15,0,N,0,0,0,0,0,108
5,03-01-2019,1657,2247,1920,Hawaiian Airlines Inc.,106,N751SW,230,250,206,207,227,SFO,San Francisco International Airport,MDW,Chicago Midway International Airport,1855,15,9,0,N,0,0,11,0,0,196
5,03-01-2019,1911,103,2300,Hawaiian Airlines Inc.,210,N287WN,232,250,207,123,141,SFO,San Francisco International Airport,MDW,Chicago Midway International Airport,1855,8,17,0,N,0,0,0,0,0,123
5,03-01-2019,1221,1353,1210,Hawaiian Airlines Inc.,316,N797MX,92,90,67,103,101,SFO,San Francisco International Airport,SAN,San Diego International Airport (Lindbergh Field),447,5,20,0,N,0,0,4,2,0,97
5,03-01-2019,1324,1447,1350,Hawaiian Airlines Inc.,1684,N429WN,83,90,65,57,64,SFO,San Francisco International Airport,SAN,San Diego International Airport (Lindbergh Field),447,3,15,0,N,0,26,0,0,0,31
5,03-01-2019,1711,1831,1545,Hawaiian Airlines Inc.,3662,N492WN,80,90,66,166,176,SFO,San Francisco International Airport,SAN,San Diego International Airport (Lindbergh Field),447,3,11,0,N,0,0,0,0,0,166
5,03-01-2019,1636,1800,1730,Hawaiian Airlines Inc.,3669,N615SW,84,90,66,30,36,SFO,San Francisco International Airport,SAN,San Diego International Airport (Lindbergh Field),447,6,12,0,N,0,0,1,0,0,29
5,03-01-2019,2303,22,2245,Hawaiian Airlines Inc.,3926,N421LV,79,90,63,97,108,SFO,San Francisco International Airport,SAN,San Diego International Airport (Lindbergh Field),447,3,13,0,N,0,0,0,0,0,97
5,03-01-2019,2157,2253,2155,Hawaiian Airlines Inc.,579,N430WN,56,60,47,58,62,SJC,Norman Y. Mineta San José International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),296,2,7,0,N,0,58,0,0,0,0
5,03-01-2019,1757,1855,1840,Hawaiian Airlines Inc.,1500,N706SW,58,60,46,15,17,SJC,Norman Y. Mineta San José International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),296,2,10,0,N,0,0,0,0,0,15
5,03-01-2019,1131,1247,1205,Hawaiian Airlines Inc.,419,N275WN,76,80,61,42,46,SJC,Norman Y. Mineta San José International Airport,LAS,McCarran International Airport,386,5,10,0,N,0,6,0,0,0,36
5,03-01-2019,2208,2317,2245,Hawaiian Airlines Inc.,1858,N429WN,69,80,58,32,43,SJC,Norman Y. Mineta San José International Airport,LAS,McCarran International Airport,386,5,6,0,N,0,0,0,3,0,29
5,03-01-2019,1739,1849,1820,Hawaiian Airlines Inc.,2025,N740SW,70,80,56,29,39,SJC,Norman Y. Mineta San José International Airport,LAS,McCarran International Airport,386,6,8,0,N,0,3,0,0,0,26
5,03-01-2019,2053,2207,2115,Hawaiian Airlines Inc.,2533,N385SW,74,80,61,52,58,SJC,Norman Y. Mineta San José International Airport,LAS,McCarran International Airport,386,6,7,0,N,0,4,0,0,0,48
5,03-01-2019,1438,1553,1530,Hawaiian Airlines Inc.,2907,N647SW,75,80,61,23,28,SJC,Norman Y. Mineta San José International Airport,LAS,McCarran International Airport,386,4,10,0,N,0,3,0,0,0,20
5,03-01-2019,1918,2029,2000,Hawaiian Airlines Inc.,3142,N446WN,71,80,55,29,38,SJC,Norman Y. Mineta San José International Airport,LAS,McCarran International Airport,386,5,11,0,N,0,1,0,0,0,28
5,03-01-2019,1929,2031,2005,Hawaiian Airlines Inc.,361,N690SW,62,70,50,26,34,SJC,Norman Y. Mineta San José International Airport,LAX,Los Angeles International Airport,308,7,5,0,N,0,11,0,0,0,15
5,03-01-2019,2225,2329,2240,Hawaiian Airlines Inc.,625,N619SW,64,70,52,49,55,SJC,Norman Y. Mineta San José International Airport,LAX,Los Angeles International Airport,308,5,7,0,N,0,0,0,0,0,49
5,03-01-2019,1653,1806,1715,Hawaiian Airlines Inc.,1004,N676SW,73,70,51,51,48,SJC,Norman Y. Mineta San José International Airport,LAX,Los Angeles International Airport,308,5,17,0,N,0,21,0,3,0,27
6,03-01-2019,1830,1944,1820,Hawaiian Airlines Inc.,1044,N306SW,74,70,53,84,80,SJC,Norman Y. Mineta San José International Airport,LAX,Los Angeles International Airport,308,5,16,0,N,0,26,0,4,0,54
6,03-01-2019,1459,1602,1535,Hawaiian Airlines Inc.,1081,N361SW,63,70,50,27,34,SJC,Norman Y. Mineta San José International Airport,LAX,Los Angeles International Airport,308,6,7,0,N,0,2,0,0,0,25
6,03-01-2019,759,903,835,Hawaiian Airlines Inc.,1948,N631SW,64,70,51,28,34,SJC,Norman Y. Mineta San José International Airport,LAX,Los Angeles International Airport,308,6,7,0,N,0,28,0,0,0,0
6,03-01-2019,2050,2207,2150,Hawaiian Airlines Inc.,2285,N673AA,77,70,57,17,10,SJC,Norman Y. Mineta San José International Airport,LAX,Los Angeles International Airport,308,5,15,0,N,0,2,0,7,0,8
6,03-01-2019,2234,2333,2305,Hawaiian Airlines Inc.,298,N450WN,59,70,51,28,39,SJC,Norman Y. Mineta San José International Airport,ONT,Ontario International Airport,333,3,5,0,N,0,1,0,0,0,27
6,03-01-2019,2032,2135,2105,Hawaiian Airlines Inc.,412,N292WN,63,70,49,30,37,SJC,Norman Y. Mineta San José International Airport,ONT,Ontario International Airport,333,4,10,0,N,0,30,0,0,0,0
6,03-01-2019,808,909,850,Hawaiian Airlines Inc.,773,N472WN,61,70,52,19,28,SJC,Norman Y. Mineta San José International Airport,ONT,Ontario International Airport,333,3,6,0,N,0,19,0,0,0,0
6,03-01-2019,1925,2030,1945,Hawaiian Airlines Inc.,1276,N265WN,65,70,51,45,50,SJC,Norman Y. Mineta San José International Airport,ONT,Ontario International Airport,333,4,10,0,N,0,0,0,0,0,45
6,03-01-2019,1415,1521,1455,Hawaiian Airlines Inc.,2558,N337SW,66,70,53,26,30,SJC,Norman Y. Mineta San José International Airport,ONT,Ontario International Airport,333,5,8,0,N,0,4,0,0,0,22
6,03-01-2019,1852,2032,1815,Hawaiian Airlines Inc.,173,N344SW,100,105,82,137,142,SJC,Norman Y. Mineta San José International Airport,PDX,Portland International Airport,569,7,11,0,N,0,66,0,0,0,71
6,03-01-2019,2230,3,2310,Hawaiian Airlines Inc.,343,N687SW,93,105,82,53,65,SJC,Norman Y. Mineta San José International Airport,PDX,Portland International Airport,569,4,7,0,N,0,0,0,6,0,47
6,03-01-2019,2200,36,5,Hawaiian Airlines Inc.,3344,N653SW,96,105,85,31,40,SJC,Norman Y. Mineta San José International Airport,PHX,Phoenix Sky Harbor International Airport,621,4,7,0,N,0,0,0,0,0,31
6,03-01-2019,2301,2340,2130,Hawaiian Airlines Inc.,1209,N900WN,39,55,29,130,146,SJC,Norman Y. Mineta San José International Airport,RNO,Reno/Tahoe International Airport,188,4,6,0,N,0,117,0,0,0,13
6,03-01-2019,1732,1818,1740,Hawaiian Airlines Inc.,2645,N788SA,46,55,32,38,47,SJC,Norman Y. Mineta San José International Airport,RNO,Reno/Tahoe International Airport,188,6,8,0,N,0,0,0,3,0,35
6,03-01-2019,1151,1237,1220,Hawaiian Airlines Inc.,2969,N642WN,46,55,34,17,26,SJC,Norman Y. Mineta San José International Airport,RNO,Reno/Tahoe International Airport,188,4,8,0,N,0,7,0,0,0,10
6,03-01-2019,1054,1211,1140,Hawaiian Airlines Inc.,98,N384SW,77,75,66,31,29,SJC,Norman Y. Mineta San José International Airport,SAN,San Diego International Airport (Lindbergh Field),417,2,9,0,N,0,7,0,2,0,22
6,03-01-2019,2139,2247,2230,Hawaiian Airlines Inc.,390,N655WN,68,75,60,17,24,SJC,Norman Y. Mineta San José International Airport,SAN,San Diego International Airport (Lindbergh Field),417,2,6,0,N,0,0,0,0,0,17
6,03-01-2019,1353,1504,1435,Hawaiian Airlines Inc.,580,N301SW,71,75,61,29,33,SJC,Norman Y. Mineta San José International Airport,SAN,San Diego International Airport (Lindbergh Field),417,3,7,0,N,0,8,0,0,0,21
6,03-01-2019,1915,2029,1925,Hawaiian Airlines Inc.,722,N729SW,74,80,61,64,70,SJC,Norman Y. Mineta San José International Airport,SAN,San Diego International Airport (Lindbergh Field),417,2,11,0,N,0,13,0,0,0,51
6,03-01-2019,1718,1836,1650,Hawaiian Airlines Inc.,2268,N395SW,78,75,67,106,103,SJC,Norman Y. Mineta San José International Airport,SAN,San Diego International Airport (Lindbergh Field),417,3,8,0,N,0,14,0,3,0,89
6,03-01-2019,1143,1256,1240,Hawaiian Airlines Inc.,2878,N359SW,73,75,63,16,18,SJC,Norman Y. Mineta San José International Airport,SAN,San Diego International Airport (Lindbergh Field),417,3,7,0,N,0,4,0,0,0,12
6,03-01-2019,1420,1607,1510,Hawaiian Airlines Inc.,635,N729SW,107,130,93,57,80,SJC,Norman Y. Mineta San José International Airport,SEA,Seattle-Tacoma International Airport,697,6,8,0,N,0,13,0,0,0,44
6,03-01-2019,2023,2214,2040,Hawaiian Airlines Inc.,1600,N769SW,111,130,99,94,113,SJC,Norman Y. Mineta San José International Airport,SEA,Seattle-Tacoma International Airport,697,4,8,0,N,0,0,0,0,0,94
6,03-01-2019,1640,1746,1700,Hawaiian Airlines Inc.,2028,N758SW,66,75,56,46,55,SJC,Norman Y. Mineta San José International Airport,SNA,John Wayne Airport (Orange County Airport),342,3,7,0,N,0,0,0,0,0,46
6,03-01-2019,1557,1715,1650,Hawaiian Airlines Inc.,2969,N642WN,78,90,65,25,37,SLC,Salt Lake City International Airport,ABQ,Albuquerque International Sunport,493,5,8,0,N,0,9,0,0,0,16
6,03-01-2019,1652,1750,1730,Hawaiian Airlines Inc.,1022,N655WN,58,65,44,20,27,SLC,Salt Lake City International Airport,BOI,Boise Airport (Boise Air Terminal),291,4,10,0,N,0,0,0,4,0,16
6,03-01-2019,2014,2129,2045,Hawaiian Airlines Inc.,1662,N461WN,75,70,47,44,39,SLC,Salt Lake City International Airport,BOI,Boise Airport (Boise Air Terminal),291,3,25,0,N,0,0,0,6,0,38
6,03-01-2019,1350,1950,1925,Hawaiian Airlines Inc.,1678,N219WN,240,240,215,25,25,SLC,Salt Lake City International Airport,BWI,Baltimore-Washington International Airport,1864,5,20,0,N,0,9,0,0,0,16
6,03-01-2019,1443,1554,1515,Hawaiian Airlines Inc.,963,N311SW,71,80,55,39,48,SLC,Salt Lake City International Airport,DEN,Denver International Airport,391,9,7,0,N,0,25,0,0,0,14
6,03-01-2019,2002,2120,2010,Hawaiian Airlines Inc.,1585,N766SW,78,85,55,70,77,SLC,Salt Lake City International Airport,DEN,Denver International Airport,391,10,13,0,N,0,2,0,0,0,68
6,03-01-2019,1320,1349,1305,Hawaiian Airlines Inc.,151,N750SA,89,105,74,44,60,SLC,Salt Lake City International Airport,GEG,Spokane International Airport,546,5,10,0,N,0,7,0,0,0,37
6,03-01-2019,2112,2129,2105,Hawaiian Airlines Inc.,159,N618WN,77,80,61,24,27,SLC,Salt Lake City International Airport,LAS,McCarran International Airport,368,5,11,0,N,0,0,0,5,0,19
6,03-01-2019,1931,1945,1915,Hawaiian Airlines Inc.,400,N429WN,74,80,59,30,36,SLC,Salt Lake City International Airport,LAS,McCarran International Airport,368,3,12,0,N,0,2,0,0,0,28
6,03-01-2019,1723,1742,1700,Hawaiian Airlines Inc.,641,N626SW,79,80,61,42,43,SLC,Salt Lake City International Airport,LAS,McCarran International Airport,368,8,10,0,N,0,31,0,0,0,11
6,03-01-2019,1510,1525,1450,Hawaiian Airlines Inc.,783,N306SW,75,80,61,35,40,SLC,Salt Lake City International Airport,LAS,McCarran International Airport,368,5,9,0,N,0,3,0,0,0,32
6,03-01-2019,2051,2140,2050,Hawaiian Airlines Inc.,2986,N671SW,109,115,93,50,56,SLC,Salt Lake City International Airport,LAX,Los Angeles International Airport,590,7,9,0,N,0,9,0,0,0,41
6,03-01-2019,1659,2057,2025,Hawaiian Airlines Inc.,337,N488WN,178,180,154,32,34,SLC,Salt Lake City International Airport,MDW,Chicago Midway International Airport,1258,8,16,0,N,0,24,0,0,0,8
6,03-01-2019,1754,1859,1825,Hawaiian Airlines Inc.,901,N636WN,125,120,113,34,29,SLC,Salt Lake City International Airport,OAK,Oakland International Airport,588,3,9,0,N,0,1,0,5,0,28
6,03-01-2019,2102,2203,2120,Hawaiian Airlines Inc.,3743,N247WN,121,125,98,43,47,SLC,Salt Lake City International Airport,OAK,Oakland International Airport,588,7,16,0,N,0,7,0,0,0,36
6,03-01-2019,1938,2026,1915,Hawaiian Airlines Inc.,1852,N239WN,108,120,93,71,83,SLC,Salt Lake City International Airport,PDX,Portland International Airport,630,3,12,0,N,0,0,0,5,0,66
6,03-01-2019,1250,1343,1310,Hawaiian Airlines Inc.,3141,N717SA,113,125,95,33,45,SLC,Salt Lake City International Airport,PDX,Portland International Airport,630,4,14,0,N,0,7,0,0,0,26
6,03-01-2019,1437,1603,1520,Hawaiian Airlines Inc.,508,N455WN,86,95,73,43,52,SLC,Salt Lake City International Airport,PHX,Phoenix Sky Harbor International Airport,507,4,9,0,N,0,3,0,0,0,40
6,03-01-2019,1547,1718,1650,Hawaiian Airlines Inc.,966,N345SA,91,95,79,28,32,SLC,Salt Lake City International Airport,PHX,Phoenix Sky Harbor International Airport,507,5,7,0,N,0,14,0,0,0,14
6,03-01-2019,1748,1920,1905,Hawaiian Airlines Inc.,1214,N431WN,92,100,79,15,23,SLC,Salt Lake City International Airport,PHX,Phoenix Sky Harbor International Airport,507,6,7,0,N,0,6,0,0,0,9
6,03-01-2019,2153,2322,2305,Hawaiian Airlines Inc.,1747,N613SW,89,95,77,17,23,SLC,Salt Lake City International Airport,PHX,Phoenix Sky Harbor International Airport,507,3,9,0,N,0,4,0,0,0,13
6,03-01-2019,2102,2234,2115,Hawaiian Airlines Inc.,2369,N739GB,92,95,76,79,82,SLC,Salt Lake City International Airport,PHX,Phoenix Sky Harbor International Airport,507,5,11,0,N,0,14,0,0,0,65
6,03-01-2019,1210,1301,1230,Hawaiian Airlines Inc.,643,N756SA,111,135,97,31,55,SLC,Salt Lake City International Airport,SEA,Seattle-Tacoma International Airport,689,5,9,0,N,0,7,0,0,0,24
